zuerich.	900	in	soa	ns0.centralnic.net. hostmaster.centralnic.net. 2019106004 900 1800 6048000 3600
lifesciences.zuerich.	3600	in	ns	ns2.hostpoint.ch.
lifesciences.zuerich.	3600	in	ns	ns3.hostpoint.ch.
lighthouse.zuerich.	3600	in	ns	ns1.nova.metanet.ch.
lighthouse.zuerich.	3600	in	ns	ns2.nova.metanet.ch.
liip.zuerich.	3600	in	ds	63920 13 2 25C0B059D6F13A0032A27A20BFC84356DD2DB7973D6804B758A73C3DB5293B0D
liip.zuerich.	3600	in	ns	ns1.desec.io.
liip.zuerich.	3600	in	ns	ns2.desec.org.
liip.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. jNZs8/JNVOyQ1cSQv0o41tx47bqenfWUDESL4yMZxGR00bYrtg3zmkvdfl9K9BLDIidm0UMl6IxJ+11NB2rhkGD2NXLMPiQ6A4A24o4ZAGOJIpuWdwdkNikS6/T44ptFZeVeGVvOp6T7dYi9DLiSRvXUonsT60sPskvl6BdVspc=
limousine.zuerich.	3600	in	ds	7328 13 2 5A74F648CA9816776BF5A8319D0AA3D83EFC469F38D12B6D3A290B5ABE9EB30B
limousine.zuerich.	3600	in	ns	nsany1.infomaniak.com.
limousine.zuerich.	3600	in	ns	nsany2.infomaniak.com.
limousine.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. uaOqXk2inpkqgmTGwgP88iDkMhK9kWKHtp/rDc6b97TjvpNTw9qyA+X5jt6TVXt9T+dRO1nrSmGOyThcYyFcMKPzz4yg9wB6RWqP5ykFsXCm8/bDYCTQlH6YxXKPL/ajbvUV+CvxFGXOloZNZ1aL+5/DBRHphPX4QHGY2Q7AOu0=
lionsclub.zuerich.	3600	in	ns	ns1.cyon.ch.
lionsclub.zuerich.	3600	in	ns	ns2.cyon.ch.
lipoedem.zuerich.	3600	in	ns	ns.hostpoint.ch.
lipoedem.zuerich.	3600	in	ns	ns2.hostpoint.ch.
lipoedem.zuerich.	3600	in	ns	ns3.hostpoint.ch.
lippenunterspritzungen.zuerich.	3600	in	ns	dns11.firestorm.ch.
lippenunterspritzungen.zuerich.	3600	in	ns	dns12.firestorm-isp.com.
lippenunterspritzungen.zuerich.	3600	in	ns	dns13.firestorm-isp.com.
lippenunterspritzungen.zuerich.	3600	in	ns	dns14.firestorm.ch.
lithop.zuerich.	3600	in	ns	ns.hostpoint.ch.
lithop.zuerich.	3600	in	ns	ns2.hostpoint.ch.
lithop.zuerich.	3600	in	ns	ns3.hostpoint.ch.
lmj-immobilien.zuerich.	3600	in	ns	ns1.registrant-verification.ispapi.net.
lmj-immobilien.zuerich.	3600	in	ns	ns2.registrant-verification.ispapi.net.
lmj-immobilien.zuerich.	3600	in	ns	ns3.registrant-verification.ispapi.net.
lmvz.zuerich.	3600	in	ns	ns.hostpoint.ch.
lmvz.zuerich.	3600	in	ns	ns2.hostpoint.ch.
lmvz.zuerich.	3600	in	ns	ns3.hostpoint.ch.
loesungsfinder.zuerich.	3600	in	ns	ns.hostpoint.ch.
loesungsfinder.zuerich.	3600	in	ns	ns2.hostpoint.ch.
loesungsfinder.zuerich.	3600	in	ns	ns3.hostpoint.ch.
logistica.zuerich.	3600	in	ns	ns.hostpoint.ch.
logistica.zuerich.	3600	in	ns	ns2.hostpoint.ch.
logistica.zuerich.	3600	in	ns	ns3.hostpoint.ch.
lohnadministration.zuerich.	3600	in	ns	ns.hostpoint.ch.
lohnadministration.zuerich.	3600	in	ns	ns2.hostpoint.ch.
lohnadministration.zuerich.	3600	in	ns	ns3.hostpoint.ch.
lohnbuchhaltung.zuerich.	3600	in	ns	ns.hostpoint.ch.
lohnbuchhaltung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
lohnbuchhaltung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
loi.zuerich.	3600	in	ds	56707 13 2 3F2D712141F18A9C985ED7F8C7431F4DF140CCADC2506A296522AF3BAF54C675
loi.zuerich.	3600	in	ns	ns41.infomaniak.com.
loi.zuerich.	3600	in	ns	ns42.infomaniak.com.
loi.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. RV7yKPvkeCbJpwUbE6G7SF+UbD8ZejjdtqhVQybOOx7PaONpMmHaXWPAUhPLsScNX33azF4WMUa/sEF8TZ1wJpg+oXxl6KBHhNXmvNPmrdoupcyCTNTryHieHhiYnWSMo2Sopm5Ow50PRqban/YVIeeLG1qd8hXkNw7b2+i/QNs=
lunge.zuerich.	3600	in	ds	30219 13 2 797E1473B1E44917CE664A689FB4026FEB19C4A161137B38DD30939FE58B4CC0
lunge.zuerich.	3600	in	ns	dns1.swizzonic.ch.
lunge.zuerich.	3600	in	ns	dns2.swizzonic.ch.
lunge.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. c9tyMul88pjfF5kBvyvWxuoYz6gasLgZm1vG0rhGwNReY010QnBbBBuDo1nbJZOcbrYlTXgsWi44bruUjU6EF7Gn9wokMo3f3YOOb5scP96OlMWZXHSXhNUpMoiPCFjP29REXJz+Rn7Pa7GGgcu6eB1/6oBv4FZioOeNn/VO5TQ=
lungen-klinik.zuerich.	3600	in	ds	25580 13 2 168B88BFCB0D70FD492506167A5638DBCA4417286849226A9F5A12350129001D
lungen-klinik.zuerich.	3600	in	ns	ns41.infomaniak.com.
lungen-klinik.zuerich.	3600	in	ns	ns42.infomaniak.com.
lungen-klinik.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. HkgotKgZNvm5Ozr3f8uardUR48yyLA8A8+qEqNEA6Wh+dZK6+fghU+1oAKzt2GXVAPV0EIZx4HGFydOeGfRfpFcoFPy/msBTFJWsu6WrGWKlQI4W8zgIo8qBi31RpaUVdiU+BFIzYMwLE9IsLW5GeL8C4JDvB0Hw+raf5KIJCzM=
luzi.zuerich.	3600	in	ns	ns1223.ispapi.net.
luzi.zuerich.	3600	in	ns	ns2179.ispapi.net.
luzi.zuerich.	3600	in	ns	ns3183.ispapi.net.
macgarage.zuerich.	3600	in	ns	ch.pro.io.
macgarage.zuerich.	3600	in	ns	nl.pro.io.
macgarage.zuerich.	3600	in	ns	p.dnh.net.
mach.zuerich.	3600	in	ns	ns1.cyon.ch.
mach.zuerich.	3600	in	ns	ns2.cyon.ch.
mail.zuerich.	3600	in	ns	ns1.rigi.hosting.zuerich.
mail.zuerich.	3600	in	ns	ns2.rigi.hosting.zuerich.
maison.zuerich.	3600	in	ns	ns.hostpoint.ch.
maison.zuerich.	3600	in	ns	ns2.hostpoint.ch.
maison.zuerich.	3600	in	ns	ns3.hostpoint.ch.
maisondusoftware.zuerich.	3600	in	ns	ns.hostpoint.ch.
maisondusoftware.zuerich.	3600	in	ns	ns2.hostpoint.ch.
maisondusoftware.zuerich.	3600	in	ns	ns3.hostpoint.ch.
maler.zuerich.	3600	in	ns	ns1.nhost.ch.
maler.zuerich.	3600	in	ns	ns2.nhost.ch.
malerhandwerk.zuerich.	3600	in	ns	ns10.entex.ch.
malerhandwerk.zuerich.	3600	in	ns	ns4.entex.ch.
malerofferten.zuerich.	3600	in	ns	ns-anycast1.hostpoint.ch.
malerofferten.zuerich.	3600	in	ns	ns-anycast2.hostpoint.ch.
malerofferten.zuerich.	3600	in	ns	ns-ch.hostpoint.ch.
mantrail.zuerich.	3600	in	ns	ns.hostpoint.ch.
mantrail.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mantrail.zuerich.	3600	in	ns	ns3.hostpoint.ch.
marguita.zuerich.	3600	in	ns	dns2.thenet.ch.
marguita.zuerich.	3600	in	ns	lila.thenet.ch.
marguita.zuerich.	3600	in	ns	maria.thenet.ch.
marguitas.zuerich.	3600	in	ns	ns.hostpoint.ch.
marguitas.zuerich.	3600	in	ns	ns2.hostpoint.ch.
marguitas.zuerich.	3600	in	ns	ns3.hostpoint.ch.
marketing.zuerich.	3600	in	ds	7173 13 2 6F6D1611C84041EBCAE0B255E270C5D7BC03A7504988ABF2BF47A937766337D4
marketing.zuerich.	3600	in	ns	ns41.infomaniak.com.
marketing.zuerich.	3600	in	ns	ns42.infomaniak.com.
marketing.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. pwjF21m6luzkD2Y2Kv5KdIf4DZHcrsdPLNhYHLlg4cdQGVoujCy/Cc/n9VMO4INfBBoV5eYBJRUDa6mHcPb++e4Jpr5x5qHJeK7cmdR3tjSis1SfZctQvqUMIpwKW90bDN8GT31RaDME230X7riKpsTuZe+IqKXQCwoNKafd0Hw=
marriott.zuerich.	3600	in	ns	dns1.cscdns.net.
marriott.zuerich.	3600	in	ns	dns2.cscdns.net.
mas.zuerich.	3600	in	ns	nsa3.schlundtech.de.
mas.zuerich.	3600	in	ns	nsb3.schlundtech.de.
mas.zuerich.	3600	in	ns	nsc3.schlundtech.de.
mas.zuerich.	3600	in	ns	nsd3.schlundtech.de.
massage.zuerich.	3600	in	ns	ns.hostpoint.ch.
massage.zuerich.	3600	in	ns	ns2.hostpoint.ch.
massage.zuerich.	3600	in	ns	ns3.hostpoint.ch.
massaro.zuerich.	3600	in	ns	ns.hostpoint.ch.
massaro.zuerich.	3600	in	ns	ns2.hostpoint.ch.
massaro.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mba.zuerich.	3600	in	ns	ns.hostpoint.ch.
mba.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mba.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mcdonaldit.zuerich.	3600	in	ds	54649 13 2 9FBF7A6B4B0B4914B285C55899C46A1A821658BD81A25794F39EDCE44939352B
mcdonaldit.zuerich.	3600	in	ns	ns41.infomaniak.com.
mcdonaldit.zuerich.	3600	in	ns	ns42.infomaniak.com.
mcdonaldit.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. jKQdf0f9wY2LMlrNiTWKPayn++ttXplP7VBfn6bXB3WeRKNrl+njfVjLrokgREUmH5ouFVAqIctYiebqDzfNYgPuhUPf1jW5D8FpckOjjSTyhm6hJR6clwQOhDEue/w0oLOGKUwFPmAkKt5auyDnDzgWSi9WkmfrTk/o1/E/cic=
mdit.zuerich.	3600	in	ds	36267 13 2 3603FD4894538B49BC3D9994BB639E639724B00D04A6677FD37F40FE84BFCD67
mdit.zuerich.	3600	in	ns	ns41.infomaniak.com.
mdit.zuerich.	3600	in	ns	ns42.infomaniak.com.
mdit.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. H9NQcTkVOi/7r9xodQ1P9DOknnV0VzXk2bEPfS9Dk2b3DtrZtkAH8eSOnuXKHHVqSUKv0lSi224XxfpVntA6VzSNqvcSxm06RAu5LOW9VbcJm8ae17XZrY17xcBSDPePaDNlQ9kwsYNhYYd6DyS7ldBjvgfmI7k+dBzWlsnl7Xw=
media.zuerich.	3600	in	ns	ns.hostpoint.ch.
media.zuerich.	3600	in	ns	ns2.hostpoint.ch.
media.zuerich.	3600	in	ns	ns3.hostpoint.ch.
medica-aerztebedarf.zuerich.	3600	in	ns	ns1223.ispapi.net.
medica-aerztebedarf.zuerich.	3600	in	ns	ns2179.ispapi.net.
medica-aerztebedarf.zuerich.	3600	in	ns	ns3183.ispapi.net.
medizinisches-kosmetikzentrum.zuerich.	3600	in	ns	ns.hostpoint.ch.
medizinisches-kosmetikzentrum.zuerich.	3600	in	ns	ns2.hostpoint.ch.
medizinisches-kosmetikzentrum.zuerich.	3600	in	ns	ns3.hostpoint.ch.
medizinisches-kosmetisches.zuerich.	3600	in	ns	ns.hostpoint.ch.
medizinisches-kosmetisches.zuerich.	3600	in	ns	ns2.hostpoint.ch.
medizinisches-kosmetisches.zuerich.	3600	in	ns	ns3.hostpoint.ch.
medtech.zuerich.	3600	in	ns	ns.hostpoint.ch.
medtech.zuerich.	3600	in	ns	ns2.hostpoint.ch.
medtech.zuerich.	3600	in	ns	ns3.hostpoint.ch.
meetatmarguita.zuerich.	3600	in	ns	ns.hostpoint.ch.
meetatmarguita.zuerich.	3600	in	ns	ns2.hostpoint.ch.
meetatmarguita.zuerich.	3600	in	ns	ns3.hostpoint.ch.
meetatmarguitas.zuerich.	3600	in	ns	ns.hostpoint.ch.
meetatmarguitas.zuerich.	3600	in	ns	ns2.hostpoint.ch.
meetatmarguitas.zuerich.	3600	in	ns	ns3.hostpoint.ch.
meeting.zuerich.	3600	in	ns	ns1.brandshelter.com.
meeting.zuerich.	3600	in	ns	ns2.brandshelter.de.
meeting.zuerich.	3600	in	ns	ns3.brandshelter.info.
meeting.zuerich.	3600	in	ns	ns4.brandshelter.net.
meeting.zuerich.	3600	in	ns	ns5.brandshelter.us.
meilenstein.zuerich.	3600	in	ns	ns.hostpoint.ch.
meilenstein.zuerich.	3600	in	ns	ns2.hostpoint.ch.
meilenstein.zuerich.	3600	in	ns	ns3.hostpoint.ch.
meinquartier.zuerich.	3600	in	ns	ns.hostpoint.ch.
meinquartier.zuerich.	3600	in	ns	ns2.hostpoint.ch.
meinquartier.zuerich.	3600	in	ns	ns3.hostpoint.ch.
meinroller.zuerich.	3600	in	ns	ns.hostpoint.ch.
meinroller.zuerich.	3600	in	ns	ns2.hostpoint.ch.
meinroller.zuerich.	3600	in	ns	ns3.hostpoint.ch.
meister.zuerich.	3600	in	ns	ns.hostpoint.ch.
meister.zuerich.	3600	in	ns	ns2.hostpoint.ch.
meister.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mentalcoaching.zuerich.	3600	in	ns	ns1181.ispapi.net.
mentalcoaching.zuerich.	3600	in	ns	ns2185.ispapi.net.
mentalcoaching.zuerich.	3600	in	ns	ns3214.ispapi.net.
mentoring.zuerich.	3600	in	ns	ns1.brandshelter.com.
mentoring.zuerich.	3600	in	ns	ns2.brandshelter.de.
mentoring.zuerich.	3600	in	ns	ns3.brandshelter.info.
mentoring.zuerich.	3600	in	ns	ns4.brandshelter.net.
mentoring.zuerich.	3600	in	ns	ns5.brandshelter.us.
merona.zuerich.	3600	in	ns	ns1223.ispapi.net.
merona.zuerich.	3600	in	ns	ns2179.ispapi.net.
merona.zuerich.	3600	in	ns	ns3183.ispapi.net.
messe.zuerich.	3600	in	ns	ns.hostpoint.ch.
messe.zuerich.	3600	in	ns	ns2.hostpoint.ch.
messe.zuerich.	3600	in	ns	ns3.hostpoint.ch.
meta.zuerich.	3600	in	ns	ns.hostpoint.ch.
meta.zuerich.	3600	in	ns	ns2.hostpoint.ch.
meta.zuerich.	3600	in	ns	ns3.hostpoint.ch.
metallbau.zuerich.	3600	in	ns	ns1223.ispapi.net.
metallbau.zuerich.	3600	in	ns	ns2179.ispapi.net.
metallbau.zuerich.	3600	in	ns	ns3183.ispapi.net.
metanet.zuerich.	3600	in	ns	ns.ch-meta.net.
metanet.zuerich.	3600	in	ns	ns2.ch-meta.net.
metanet.zuerich.	3600	in	ns	ns3.ch-meta.net.
metaverse.zuerich.	3600	in	ns	ch.pro.io.
metaverse.zuerich.	3600	in	ns	nl.pro.io.
metaverse.zuerich.	3600	in	ns	p.dnh.net.
metron.zuerich.	3600	in	ns	ch.pro.io.
metron.zuerich.	3600	in	ns	nl.pro.io.
metron.zuerich.	3600	in	ns	p.dnh.net.
mezebox.zuerich.	3600	in	ns	ns.hostpoint.ch.
mezebox.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mezebox.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mgb-bauag.zuerich.	3600	in	ns	ns.hostpoint.ch.
mgb-bauag.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mgb-bauag.zuerich.	3600	in	ns	ns3.hostpoint.ch.
midnight-sports.zuerich.	3600	in	ns	ns.hostpoint.ch.
midnight-sports.zuerich.	3600	in	ns	ns2.hostpoint.ch.
midnight-sports.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mini.zuerich.	3600	in	ns	ns1.brandshelter.com.
mini.zuerich.	3600	in	ns	ns2.brandshelter.de.
mini.zuerich.	3600	in	ns	ns3.brandshelter.info.
mini.zuerich.	3600	in	ns	ns4.brandshelter.net.
mini.zuerich.	3600	in	ns	ns5.brandshelter.us.
minibagger.zuerich.	3600	in	ns	ns1223.ispapi.net.
minibagger.zuerich.	3600	in	ns	ns2179.ispapi.net.
minibagger.zuerich.	3600	in	ns	ns3183.ispapi.net.
minira.zuerich.	3600	in	ns	ns1.chromaflex.ch.
minira.zuerich.	3600	in	ns	ns2.chromaflex.ch.
miteinander.zuerich.	3600	in	ns	ns.hostpoint.ch.
miteinander.zuerich.	3600	in	ns	ns2.hostpoint.ch.
miteinander.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mobilitaet.zuerich.	3600	in	ns	ns1.brandshelter.com.
mobilitaet.zuerich.	3600	in	ns	ns2.brandshelter.de.
mobilitaet.zuerich.	3600	in	ns	ns3.brandshelter.info.
mobilitaet.zuerich.	3600	in	ns	ns4.brandshelter.net.
mobilitaet.zuerich.	3600	in	ns	ns5.brandshelter.us.
mobility.zuerich.	3600	in	ns	ns.hostpoint.ch.
mobility.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mobility.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mobilize.zuerich.	3600	in	ns	ns.hostpoint.ch.
mobilize.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mobilize.zuerich.	3600	in	ns	ns3.hostpoint.ch.
modeagentur.zuerich.	3600	in	ns	ns1.wixdns.net.
modeagentur.zuerich.	3600	in	ns	ns2.wixdns.net.
moebeltransport.zuerich.	3600	in	ns	ns.hostpoint.ch.
moebeltransport.zuerich.	3600	in	ns	ns2.hostpoint.ch.
moebeltransport.zuerich.	3600	in	ns	ns3.hostpoint.ch.
moneymuseum.zuerich.	3600	in	ns	ns.hostpoint.ch.
moneymuseum.zuerich.	3600	in	ns	ns2.hostpoint.ch.
moneymuseum.zuerich.	3600	in	ns	ns3.hostpoint.ch.
montebello-consulting.zuerich.	3600	in	ns	ns.hostpoint.ch.
montebello-consulting.zuerich.	3600	in	ns	ns2.hostpoint.ch.
montebello-consulting.zuerich.	3600	in	ns	ns3.hostpoint.ch.
montebelloconsulting.zuerich.	3600	in	ns	ns.hostpoint.ch.
montebelloconsulting.zuerich.	3600	in	ns	ns2.hostpoint.ch.
montebelloconsulting.zuerich.	3600	in	ns	ns3.hostpoint.ch.
montmartre.zuerich.	3600	in	ns	ns.hostpoint.ch.
montmartre.zuerich.	3600	in	ns	ns2.hostpoint.ch.
montmartre.zuerich.	3600	in	ns	ns3.hostpoint.ch.
moore.zuerich.	3600	in	ns	a.portsdns.se.
moore.zuerich.	3600	in	ns	b.portsdns.net.
motorradfahrschule.zuerich.	3600	in	ns	ns1.hosttech.ch.
motorradfahrschule.zuerich.	3600	in	ns	ns2.hosttech.ch.
motorradgrundkurs.zuerich.	3600	in	ns	ns.hostpoint.ch.
motorradgrundkurs.zuerich.	3600	in	ns	ns2.hostpoint.ch.
motorradgrundkurs.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mp-tec.zuerich.	3600	in	ns	ns.hostpoint.ch.
mp-tec.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mp-tec.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mpw.zuerich.	3600	in	ns	ns.hostpoint.ch.
mpw.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mpw.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mucho-gusto.zuerich.	3600	in	ns	ch.pro.io.
mucho-gusto.zuerich.	3600	in	ns	nl.pro.io.
mucho-gusto.zuerich.	3600	in	ns	p.dnh.net.
mueller-liegenschaften.zuerich.	3600	in	ns	ns.hostpoint.ch.
mueller-liegenschaften.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mueller-liegenschaften.zuerich.	3600	in	ns	ns3.hostpoint.ch.
muenzen.zuerich.	3600	in	ns	ns.hostpoint.ch.
muenzen.zuerich.	3600	in	ns	ns2.hostpoint.ch.
muenzen.zuerich.	3600	in	ns	ns3.hostpoint.ch.
mysmartheart.zuerich.	3600	in	ns	ns.hostpoint.ch.
mysmartheart.zuerich.	3600	in	ns	ns2.hostpoint.ch.
mysmartheart.zuerich.	3600	in	ns	ns3.hostpoint.ch.
n40vlpjgalt3tbfljrbt878vl5m286oq.zuerich.	900	in	nsec3	1 1 0 - NK27DBM93JA1KU7B6Q87M2QBUVVJIFNM NS DS RRSIG
n40vlpjgalt3tbfljrbt878vl5m286oq.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. ZW38FyiYwILCevqamg9qy2unlAEEfRnt4Ni81ogOqUVeo8wWOTFVSNXDUGgZFoa4egfbk4wG6xMWsWExq/FRls40+dL3TpEOAywqPl5q0Es1dgvlH9p97cnv2EeDqmcDUV5nFSziI5BiOMdjR3DpHKoMcy5DOBov4D6w+P140iM=
nachfolgeregelung.zuerich.	3600	in	ns	ns.hostpoint.ch.
nachfolgeregelung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
nachfolgeregelung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
naehatelier-buelach.zuerich.	3600	in	ns	ns.hostpoint.ch.
naehatelier-buelach.zuerich.	3600	in	ns	ns2.hostpoint.ch.
naehatelier-buelach.zuerich.	3600	in	ns	ns3.hostpoint.ch.
nagelstudio.zuerich.	3600	in	ns	ns.inwx.ch.
nagelstudio.zuerich.	3600	in	ns	ns2.inwx.ch.
nagelstudio.zuerich.	3600	in	ns	ns3.inwx.eu.
nails.zuerich.	3600	in	ns	ns.inwx.ch.
nails.zuerich.	3600	in	ns	ns2.inwx.ch.
nails.zuerich.	3600	in	ns	ns3.inwx.eu.
naloo.zuerich.	3600	in	ns	ch.pro.io.
naloo.zuerich.	3600	in	ns	nl.pro.io.
naloo.zuerich.	3600	in	ns	p.dnh.net.
nationalrat.zuerich.	3600	in	ns	ns.hostpoint.ch.
nationalrat.zuerich.	3600	in	ns	ns2.hostpoint.ch.
nationalrat.zuerich.	3600	in	ns	ns3.hostpoint.ch.
naturgarten.zuerich.	3600	in	ns	ns.hostpoint.ch.
naturgarten.zuerich.	3600	in	ns	ns2.hostpoint.ch.
naturgarten.zuerich.	3600	in	ns	ns3.hostpoint.ch.
naturschutz.zuerich.	3600	in	ns	ns.hostpoint.ch.
naturschutz.zuerich.	3600	in	ns	ns2.hostpoint.ch.
naturschutz.zuerich.	3600	in	ns	ns3.hostpoint.ch.
naturstrom.zuerich.	3600	in	ns	ns1223.ispapi.net.
naturstrom.zuerich.	3600	in	ns	ns2179.ispapi.net.
naturstrom.zuerich.	3600	in	ns	ns3183.ispapi.net.
ncode.zuerich.	3600	in	ns	ns.hostpoint.ch.
ncode.zuerich.	3600	in	ns	ns2.hostpoint.ch.
ncode.zuerich.	3600	in	ns	ns3.hostpoint.ch.
nein-uferinitiative.zuerich.	3600	in	ns	ns.hostpoint.ch.
nein-uferinitiative.zuerich.	3600	in	ns	ns2.hostpoint.ch.
nein-uferinitiative.zuerich.	3600	in	ns	ns3.hostpoint.ch.
nephrologie.zuerich.	3600	in	ns	ns.hostpoint.ch.
nephrologie.zuerich.	3600	in	ns	ns2.hostpoint.ch.
nephrologie.zuerich.	3600	in	ns	ns3.hostpoint.ch.
netrix.zuerich.	3600	in	ns	ns1.hostserv.eu.
netrix.zuerich.	3600	in	ns	ns2.hostserv.eu.
netrix.zuerich.	3600	in	ns	ns3.hostserv.eu.
netzhaut.zuerich.	3600	in	ns	ns1.hosttech.ch.
netzhaut.zuerich.	3600	in	ns	ns2.hosttech.ch.
netzhaut.zuerich.	3600	in	ns	ns3.hosttech.ch.
neuemobilitaet.zuerich.	3600	in	ns	ns.hostpoint.ch.
neuemobilitaet.zuerich.	3600	in	ns	ns2.hostpoint.ch.
neuemobilitaet.zuerich.	3600	in	ns	ns3.hostpoint.ch.
neumarkt.zuerich.	3600	in	ns	ns.hostpoint.ch.
neumarkt.zuerich.	3600	in	ns	ns2.hostpoint.ch.
neumarkt.zuerich.	3600	in	ns	ns3.hostpoint.ch.
news.zuerich.	3600	in	ds	39559 13 2 CE23E9BABEFE874892D49C8CAF09875783777B1ADEAAD862EB282E159436D53E
news.zuerich.	3600	in	ns	nsany1.infomaniak.com.
news.zuerich.	3600	in	ns	nsany2.infomaniak.com.
news.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. bhh0zkvYrGQU7Yg6hhp8jAVDJjOkhXNtayrZB2W4dSoxbY4VlZGdjjtm9YLt+HV2J61obfRu/g78x1vpRXmAFv7+YzrAFYLphN6X4tzz+BxyEMtw4+bqIsOdZ5h/Y/9M16cO/P8ifDFI9uw0UqPq3o1tpqVeueUQunl5tdghSOs=
next.zuerich.	3600	in	ns	ns.hostpoint.ch.
next.zuerich.	3600	in	ns	ns2.hostpoint.ch.
next.zuerich.	3600	in	ns	ns3.hostpoint.ch.
nft.zuerich.	3600	in	ns	ch.ch-inter.net.
nft.zuerich.	3600	in	ns	de.ch-inter.net.
nft.zuerich.	3600	in	ns	nl.ch-inter.net.
ngo.zuerich.	3600	in	ns	ns.hostpoint.ch.
ngo.zuerich.	3600	in	ns	ns2.hostpoint.ch.
ngo.zuerich.	3600	in	ns	ns3.hostpoint.ch.
nic.zuerich.	3600	in	ns	a.nic.zuerich.
nic.zuerich.	3600	in	ns	b.nic.zuerich.
nic.zuerich.	3600	in	ns	c.nic.zuerich.
nic.zuerich.	3600	in	ns	d.nic.zuerich.
nightlife.zuerich.	3600	in	ns	ns1.sedoparking.com.
nightlife.zuerich.	3600	in	ns	ns2.sedoparking.com.
nk27dbm93ja1ku7b6q87m2qbuvvjifnm.zuerich.	900	in	nsec3	1 1 0 - NR9KHOVGF1A4EGDND3A5FSVPVTV0C6EH NS DS RRSIG
nk27dbm93ja1ku7b6q87m2qbuvvjifnm.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. Msi5YKVM26r128kz8wBrm6yx/MN7jQS6jiwh32oRkdmnQFjcMFOzPAGqzsHRXUu/MzVHGutAWIu/hfx+kS80Arew2GdIyOjGipM/tUKd8VTN1hfGITmCBhn7+9yVExxHqx2nd2R853IGPUw9VyvOAmqpW4fHjBUaem7rqdB5CCk=
nkf.zuerich.	3600	in	ds	19299 13 2 4292C90F97CA3A4143711D83A711E762375A8CD98E8D64BA32A9579D0A08BA18
nkf.zuerich.	3600	in	ns	dns1.swizzonic.ch.
nkf.zuerich.	3600	in	ns	dns2.swizzonic.ch.
nkf.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. gtEu8fxhsrxgx8pLxVGnQhM0fMGnJamfxGrjAjlQmIb1fBpmsMGVl68NDjCQwzrlr+9TH793fL0ZM5CRFr3KvACXH8d28GW6VkS7AajNTZ42xaeJdP51nU1az0QX61STSQTe5iPstsvFNT3fFPSHJI/2NEJBJK8601D8fiF7Vok=
nordnordost.zuerich.	3600	in	ns	ch.pro.io.
nordnordost.zuerich.	3600	in	ns	nl.pro.io.
nordnordost.zuerich.	3600	in	ns	p.dnh.net.
nordpol.zuerich.	3600	in	ds	23279 13 2 1A2B1AAFF8918B9193A0C6714B6F379780AFB7A2F62D45142A6FB3E720959509
nordpol.zuerich.	3600	in	ns	ns41.infomaniak.com.
nordpol.zuerich.	3600	in	ns	ns42.infomaniak.com.
